0.81700,0.01100,0.03500,0.02100,0.01900,0.00300,0.01100,0.00900,0.04000,0.03400
0.01800,0.88800,0.00000,0.00400,0.00200,0.00100,0.01400,0.00000,0.01900,0.05400
0.08100,0.00400,0.50700,0.04100,0.14700,0.05700,0.11100,0.03100,0.00900,0.01200
0.02700,0.01000,0.04200,0.47300,0.11600,0.16600,0.10300,0.03800,0.00800,0.01700
0.01700,0.00200,0.02700,0.03200,0.76300,0.01200,0.07700,0.05900,0.00700,0.00400
0.01000,0.00300,0.02700,0.12500,0.07100,0.64800,0.04700,0.05600,0.00400,0.00900
0.00300,0.00400,0.01500,0.02900,0.03600,0.00900,0.88700,0.00700,0.00800,0.00200
0.01400,0.00400,0.01500,0.01600,0.07000,0.05700,0.01300,0.79700,0.00300,0.01100
0.05700,0.03800,0.00500,0.02000,0.00500,0.00600,0.00700,0.00500,0.83500,0.02200
0.03500,0.08400,0.00200,0.01000,0.00700,0.00600,0.00900,0.01200,0.01700,0.81800
0.49500,0.02500,0.04400,0.06600,0.07900,0.03700,0.03500,0.01100,0.16400,0.04400
0.01800,0.78600,0.00300,0.01800,0.00100,0.00500,0.01500,0.00400,0.08100,0.06900
0.07600,0.01700,0.32400,0.09400,0.06900,0.21900,0.11300,0.03400,0.03700,0.01700
0.02200,0.01600,0.02400,0.43000,0.05800,0.27300,0.10300,0.03500,0.02200,0.01700
0.03800,0.02500,0.07400,0.11400,0.40000,0.12000,0.09900,0.10800,0.01800,0.00400
0.01300,0.00600,0.02300,0.14000,0.02300,0.67300,0.05500,0.04800,0.01200,0.00700
0.01300,0.01700,0.01500,0.08100,0.02300,0.07000,0.73400,0.01200,0.02700,0.00800
0.01500,0.02200,0.01100,0.05300,0.05400,0.13500,0.02400,0.65300,0.01000,0.02300
0.02700,0.03400,0.00700,0.03500,0.01800,0.01700,0.01000,0.00500,0.80900,0.03800
0.02400,0.13500,0.00500,0.03400,0.00800,0.00900,0.03200,0.01700,0.05700,0.67900
0.35600,0.04300,0.13200,0.05000,0.03400,0.02100,0.20900,0.01300,0.03000,0.11200
0.00900,0.57200,0.00600,0.00800,0.00000,0.01100,0.16900,0.00500,0.00700,0.21300
0.03300,0.01700,0.34100,0.06300,0.01500,0.08400,0.39800,0.00900,0.00700,0.03300
0.00600,0.01300,0.05500,0.17100,0.01600,0.13600,0.54500,0.01200,0.00500,0.04100
0.01300,0.01200,0.10000,0.07100,0.11700,0.04600,0.59000,0.03000,0.00400,0.01700
0.00400,0.00700,0.07200,0.08100,0.01400,0.34000,0.43100,0.02200,0.00500,0.02400
0.00400,0.00300,0.01400,0.01800,0.00100,0.01100,0.94000,0.00100,0.00100,0.00700
0.00300,0.00700,0.03900,0.03500,0.03100,0.11000,0.29300,0.42000,0.00200,0.06000
0.07800,0.09900,0.03900,0.03500,0.01100,0.01800,0.16100,0.00100,0.31500,0.24300
0.02000,0.07900,0.00900,0.01500,0.00100,0.01100,0.12900,0.01000,0.00500,0.72100
0.00200,0.00100,0.05200,0.01700,0.38500,0.06300,0.10300,0.05400,0.00000,0.32300
0.00000,0.01300,0.01100,0.00600,0.03800,0.05300,0.23500,0.02700,0.00500,0.61200
0.00000,0.00100,0.09700,0.03200,0.37500,0.09500,0.14600,0.08200,0.00100,0.17100
0.00000,0.00100,0.01700,0.01500,0.37500,0.12800,0.20300,0.10600,0.00000,0.15500
0.00000,0.00000,0.02800,0.00600,0.55700,0.05200,0.13700,0.08400,0.00000,0.13600
0.00000,0.00000,0.02000,0.01300,0.25600,0.18800,0.11700,0.18000,0.00000,0.22600
0.00000,0.00000,0.04300,0.00600,0.23800,0.05900,0.48000,0.04700,0.00100,0.12600
0.00000,0.00000,0.01200,0.01100,0.23500,0.14200,0.10800,0.31300,0.00100,0.17800
0.00000,0.00100,0.04100,0.00800,0.16400,0.04700,0.07700,0.04100,0.00600,0.61500
0.00000,0.00500,0.01100,0.00900,0.06300,0.06800,0.14300,0.02400,0.00300,0.67400
